"id","Name","City","Country","IATA","ICAO","Latitude","Longitude","Altitude","Timezone","DST","Tz"
"997","New Timothychester Airport","New Timothychester","Guam","JEF","MAZY","-65.4499935","157.081385","493","Africa/Libreville","S","Asia/Taipei"
"998","East Annaport Airport","East Annaport","Zimbabwe","RRU","TGZY","-70.586833","38.050702","244","Asia/Dhaka","E","Africa/Algiers"
"999","Lake Michelle Airport","Lake Michelle","Norway","KEE","NWWE","11.3345875","4.700773","411","Asia/Tbilisi","N","Africa/Addis_Ababa"
"1000","South Joyceton Airport","South Joyceton","Ecuador","DQF","BOYX","-81.4964235","61.182009","628","Asia/Tbilisi","S","Africa/Tripoli"
"1001","Brentfurt Airport","Brentfurt","Turkmenistan","AAF","ZESH","55.2490555","-115.503876","593","Asia/Dubai","E","America/Managua"
"1002","Westburgh Airport","Westburgh","Vietnam","FGA","XJEW","-77.5383595","-114.069949","178","Africa/Freetown","E","Asia/Colombo"
"1003","East Susanview Airport","East Susanview","Croatia","MUX","ERQD","-43.3912995","27.307576","757","America/Bahia","Z","Europe/London"
"1004","Lake Roberto Airport","Lake Roberto","Togo","GNX","PUFQ","-66.957501","-76.804718","81","Africa/Ndjamena","U","Europe/San_Marino"
"1005","Stephanieton Airport","Stephanieton","Singapore","DCB","PZGS","-88.6677905","158.658353","631","Asia/Phnom_Penh","S","Pacific/Funafuti"
"1006","East Frankmouth Airport","East Frankmouth","Morocco","QKF","NDBI","-56.6624505","111.546516","574","Indian/Antananarivo","U","Europe/Amsterdam"
"1007","Cartertown Airport","Cartertown","Brunei Darussalam","DFZ","WIMN","51.1917685","20.940423","493","America/Bogota","U","Europe/Tirane"
"1008","Turnerfurt Airport","Turnerfurt","Norway","VUC","EUWT","-11.917315","-127.064875","508","Asia/Muscat","A","Asia/Phnom_Penh"
"1009","Cortezview Airport","Cortezview","Georgia","LRU","NFYR","-85.562389","-9.582766","822","Africa/Abidjan","U","Africa/Freetown"
"1010","Port Karenchester Airport","Port Karenchester","Saint Kitts and Nevis","AUF","AXCV","-37.5185475","146.373890","205","Asia/Baku","N","Europe/Skopje"
"1011","East Kyleview Airport","East Kyleview","United Kingdom","NKZ","XGHN","20.241051","-60.925292","265","Europe/London","S","Europe/Warsaw"
"1012","Marquezshire Airport","Marquezshire","United Kingdom","DXK","BNMY","-74.425796","-10.003311","263","Pacific/Palau","E","Europe/Ljubljana"
"1013","Wattsfurt Airport","Wattsfurt","Isle of Man","VYR","AVXZ","74.579821","-96.293014","979","Asia/Bangkok","A","Europe/Sofia"
"1014","Thompsonmouth Airport","Thompsonmouth","Austria","UZE","DEGF","53.6851655","-74.754692","79","Asia/Jerusalem","U","Pacific/Tongatapu"
"1015","Lowerystad Airport","Lowerystad","Latvia","KZG","BFWA","-60.306229","17.643767","885","Pacific/Funafuti","S","Europe/Vatican"
"1016","Reidstad Airport","Reidstad","Reunion","PIR","ATXC","-81.284927","-102.985039","509","Africa/Casablanca","E","Europe/Prague"
"1017","Christophermouth Airport","Christophermouth","Norfolk Island","OFE","JSSI","-26.522623","-90.836859","27","Pacific/Galapagos","A","Asia/Riyadh"
"1018","North Jeremy Airport","North Jeremy","Saint Kitts and Nevis","CMG","POUC","50.452155","-96.832029","495","America/La_Paz","O","Asia/Amman"
"1019","Miashire Airport","Miashire","Niger","NEG","GNDC","-43.780242","-11.614994","341","Asia/Riyadh","Z","Asia/Manila"
"1020","Glennbury Airport","Glennbury","South Africa","MIL","NFAC","-21.4289535","-133.652304","503","Asia/Bahrain","S","America/Guayaquil"
"1021","Joannastad Airport","Joannastad","Indonesia","NWP","XNUQ","89.6377865","155.034105","105","Asia/Kabul","S","Europe/Zaporozhye"
"1022","Jamesville Airport","Jamesville","Kazakhstan","WXY","WVMJ","-44.161627","-49.872336","516","Europe/Ljubljana","A","Europe/Stockholm"
"1023","Josephtown Airport","Josephtown","Tokelau","RON","PLCG","-12.1904395","-111.520139","366","Africa/Maseru","S","Europe/Stockholm"
"1024","South Samanthaview Airport","South Samanthaview","China","GFZ","UKYJ","-56.732222","-100.419345","740","Europe/Sarajevo","U","Africa/Monrovia"
"1025","Harrismouth Airport","Harrismouth","Angola","MKK","VPQQ","83.548597","-46.539648","945","Asia/Tehran","O","America/Asuncion"
"1026","Stonefurt Airport","Stonefurt","Iraq","QXQ","SDCQ","-31.8254575","-102.795003","806","Pacific/Easter","S","America/Argentina/Tucuman"
"1027","East Tara Airport","East Tara","Israel","CHB","IWXY","-25.356836","123.571009","132","Pacific/Kiritimati","E","Asia/Kuwait"
"1028","Port Hayley Airport","Port Hayley","British Indian Ocean Territory (Chagos Archipelago)","ZLW","ZSYG","-30.780718","152.813680","162","Asia/Dhaka","O","Asia/Jakarta"
"1029","Floresmouth Airport","Floresmouth","Algeria","ZCW","IUJI","18.252591","-174.278877","651","Asia/Jerusalem","Z","Asia/Kashgar"
"1030","Angiemouth Airport","Angiemouth","Korea","RSP","WLFB","-69.7666965","79.876906","318","Africa/Conakry","N","Africa/Niamey"
"1031","Jacobchester Airport","Jacobchester","Falkland Islands (Malvinas)","NXN","HPWR","66.1975465","117.836643","860","Pacific/Efate","U","Europe/Zurich"
"1032","West Carol Airport","West Carol","Barbados","FZQ","YRMU","2.691348","-73.149069","19","Europe/Rome","E","Asia/Singapore"
"1033","Port Mike Airport","Port Mike","Paraguay","JYJ","YKSL","-88.584733","-55.593063","437","Africa/Freetown","U","Asia/Calcutta"
"1034","Port Wayne Airport","Port Wayne","Burundi","WCH","JXPT","2.219707","-68.912879","727","Europe/Andorra","A","Europe/Chisinau"
"1035","New Jamestown Airport","New Jamestown","Azerbaijan","JEO","IBWM","-12.3421465","28.990958","544","Africa/Kampala","E","Europe/Skopje"
"1036","New Joanna Airport","New Joanna","Slovakia (Slovak Republic)","CRG","WSZP","-9.553731","177.960579","335","Asia/Damascus","Z","Australia/Hobart"
"1037","Steveton Airport","Steveton","Finland","QMH","WSUO","-17.7828835","7.706504","616","Asia/Dushanbe","Z","Asia/Tehran"
"1038","Port Susan Airport","Port Susan","Hong Kong","IDM","YZAW","42.8716395","78.814946","919","Pacific/Apia","E","Asia/Chongqing"
"1039","New Jennifermouth Airport","New Jennifermouth","Isle of Man","EVY","TVGM","39.5907805","-86.271868","413","America/Winnipeg","O","Africa/Conakry"
"1040","Lisamouth Airport","Lisamouth","Western Sahara","PSW","EIDB","-13.3886215","87.322824","975","Atlantic/Reykjavik","N","Africa/Addis_Ababa"
"1041","East Danielstad Airport","East Danielstad","Luxembourg","UED","QUYY","65.8248005","9.056538","566","Europe/Rome","N","Indian/Maldives"
"1042","New Bridget Airport","New Bridget","French Polynesia","EQZ","IMQJ","-0.9953885","132.301035","843","America/Phoenix","S","Asia/Manila"
"1043","Whiteport Airport","Whiteport","Guyana","FRJ","HEFN","61.796514","-66.153418","302","America/Caracas","U","Africa/Porto-Novo"
"1044","Michaelview Airport","Michaelview","Bangladesh","SZF","KFIP","-86.3552605","-123.404542","49","Africa/Douala","U","Pacific/Apia"
"1045","Kaylaside Airport","Kaylaside","Namibia","NZC","EPEZ","-87.8346175","166.976935","631","Asia/Dushanbe","O","Africa/Bangui"
"1046","Reedside Airport","Reedside","Reunion","UKK","JPBH","5.3205265","-112.122723","365","Africa/Niamey","E","America/Santo_Domingo"
"1047","Port Marioshire Airport","Port Marioshire","Niger","UBW","URSW","24.1906005","120.608719","335","Asia/Dili","Z","Asia/Brunei"
"1048","North Thomasville Airport","North Thomasville","Albania","TDR","QMZW","63.314872","146.936667","460","America/St_Vincent","N","Asia/Dhaka"
"1049","Webbfurt Airport","Webbfurt","Uruguay","CZO","JGGB","-39.773203","-123.882733","245","Europe/Volgograd","S","America/Guatemala"
"1050","Johnmouth Airport","Johnmouth","Gibraltar","KPY","QEHX","-57.4796925","-58.842717","687","Atlantic/Reykjavik","A","Asia/Riyadh"
"1051","North Grant Airport","North Grant","United States Virgin Islands","SDE","FGKE","-70.8082755","25.686525","500","Europe/Sofia","A","Asia/Samarkand"
"1052","Jeffreyshire Airport","Jeffreyshire","Thailand","LPJ","BTOQ","-25.0265745","156.593417","812","America/Grenada","S","Africa/Djibouti"
"1053","Rossview Airport","Rossview","Sierra Leone","CTV","SGEF","68.2073145","100.653782","148","America/Belize","E","Europe/Rome"
"1054","Port Jennifertown Airport","Port Jennifertown","Sao Tome and Principe","YRS","TFOU","-49.654489","114.173211","165","Africa/Lome","S","America/Caracas"
"1055","East Deborah Airport","East Deborah","Chile","UAB","HYZX","38.2217295","165.539129","975","Asia/Gaza","Z","Africa/Algiers"
"1056","East Kevinton Airport","East Kevinton","United States of America","VWR","WSMZ","-68.859530","120.065059","596","Asia/Rangoon","Z","Pacific/Majuro"
"1057","Marcusside Airport","Marcusside","Zimbabwe","YRY","PYPJ","63.8295185","-159.004170","852","Europe/San_Marino","A","Africa/Freetown"
"1058","South Richardhaven Airport","South Richardhaven","Israel","GFE","KXIP","-19.4134685","-147.239891","454","Africa/Sao_Tome","E","Asia/Damascus"
"1059","Richardberg Airport","Richardberg","Belize","GAU","CHII","53.3152915","-106.015003","964","Africa/Ouagadougou","Z","Africa/Mbabane"
"1060","Jonesside Airport","Jonesside","French Southern Territories","ZII","MWGL","39.8582015","-51.920209","29","Africa/Khartoum","Z","Indian/Maldives"
"1061","New Seth Airport","New Seth","Armenia","RHA","CQSY","-24.4811425","25.825630","298","Africa/Maseru","E","Pacific/Port_Moresby"
"1062","Port Michelleland Airport","Port Michelleland","Timor-Leste","SQL","MQJH","19.6140535","8.160505","241","Asia/Taipei","Z","Africa/Djibouti"
"1063","Marymouth Airport","Marymouth","Thailand","JJJ","TCMW","10.0260675","115.229941","298","Asia/Colombo","O","Europe/Luxembourg"
"1064","Ruizport Airport","Ruizport","Christmas Island","BZC","VKGV","-41.6833135","-130.415323","872","Asia/Seoul","S","America/Belize"
"1065","Smithchester Airport","Smithchester","Faroe Islands","TAW","VOXA","-51.6219705","176.909982","771","America/Panama","A","Europe/Belgrade"
"1066","South Josetown Airport","South Josetown","American Samoa","XCJ","HBIC","-72.955305","-29.743919","559","Africa/Gaborone","O","America/Grenada"
"1067","South Patricia Airport","South Patricia","United States Minor Outlying Islands","HSB","QXHJ","20.2627695","3.722056","961","Pacific/Apia","Z","Europe/Riga"
"1068","East Laurenville Airport","East Laurenville","Colombia","ENB","PIUE","-55.6007615","-164.465249","191","Africa/Kigali","U","Australia/Currie"
"1069","Richardland Airport","Richardland","Saint Kitts and Nevis","VEQ","BYLL","-80.940306","-117.793275","782","America/Guatemala","Z","America/Belize"
"1070","Leemouth Airport","Leemouth","Cote d'Ivoire","BZY","ZOGO","-84.5264725","97.299468","307","Asia/Dili","U","Africa/Douala"
"1071","Sarastad Airport","Sarastad","Qatar","ZEO","LTRV","16.299998","87.765267","47","America/Mexico_City","E","Asia/Karachi"
"1072","Patriciaburgh Airport","Patriciaburgh","Cayman Islands","QVM","ENRA","72.225705","113.658400","975","Africa/Brazzaville","Z","Atlantic/Cape_Verde"
"1073","Jenniferchester Airport","Jenniferchester","French Guiana","PZW","VWNH","-20.4327595","-128.843775","901","America/Jamaica","A","Pacific/Funafuti"
"1074","Rodriguezhaven Airport","Rodriguezhaven","Togo","OQN","FHHX","-54.769008","-132.916498","516","Africa/Johannesburg","O","Asia/Baku"
"1075","Lake Gary Airport","Lake Gary","Philippines","BTB","CDVK","32.835665","-59.661126","426","Africa/Luanda","A","Asia/Almaty"
"1076","North Michael Airport","North Michael","Bosnia and Herzegovina","OWV","ETPQ","-73.2382635","-26.644971","712","Pacific/Ponape","N","Europe/Belgrade"
"1077","Lake Christinabury Airport","Lake Christinabury","Aruba","YLC","DPND","60.061735","-16.727072","704","Europe/Rome","S","Africa/Nouakchott"
"1078","Shafferstad Airport","Shafferstad","Belarus","XNO","CGHU","14.347021","60.591925","664","Africa/Ouagadougou","U","Indian/Mahe"
"1079","East Heatherport Airport","East Heatherport","Niue","HLK","SLWW","-10.9882405","118.502403","304","Europe/Luxembourg","S","Europe/Berlin"
"1080","West Joshua Airport","West Joshua","Sudan","CAZ","XOVF","70.618803","-0.204053","975","America/Barbados","Z","Atlantic/Reykjavik"
"1081","Amandaberg Airport","Amandaberg","Canada","QWT","QUWS","-65.277527","-119.993853","162","Australia/Perth","Z","Africa/Ouagadougou"
"1082","Paigehaven Airport","Paigehaven","Niue","PIH","XKQY","9.126965","-128.818107","668","Pacific/Guadalcanal","N","America/Dominica"
"1083","Walterfurt Airport","Walterfurt","Peru","ERJ","VPJD","49.874435","-69.019290","895","Asia/Calcutta","A","Europe/London"
"1084","Coreyfurt Airport","Coreyfurt","Croatia","MHV","XIMW","-70.913924","95.473678","79","Africa/Tripoli","O","Pacific/Funafuti"
"1085","New Tim Airport","New Tim","Bosnia and Herzegovina","OWG","AGNJ","-27.9373075","-5.362452","376","America/Costa_Rica","U","Europe/Zagreb"
"1086","South Shane Airport","South Shane","Saint Martin","CUL","AKWU","-7.4917915","-42.660617","301","Africa/Blantyre","O","Pacific/Port_Moresby"
"1087","North Leahtown Airport","North Leahtown","Marshall Islands","YTI","SUST","-69.4724835","11.147642","432","Asia/Baku","E","Europe/Vaduz"
"1088","Jameshaven Airport","Jameshaven","Pitcairn Islands","PLP","SRVY","15.3951355","-68.695573","197","Europe/Ljubljana","E","Asia/Pontianak"
"1089","South Richardmouth Airport","South Richardmouth","Moldova","IZE","TIZA","44.3537505","-73.846379","67","America/Guatemala","N","Asia/Kabul"
"1090","South Jenniferland Airport","South Jenniferland","Papua New Guinea","AWZ","PRAU","10.029664","99.310092","87","Africa/Tunis","S","Africa/Windhoek"
"1091","Larrychester Airport","Larrychester","Isle of Man","RNF","VJPE","85.9932335","90.226918","335","Africa/Niamey","O","Pacific/Apia"
"1092","Spencerberg Airport","Spencerberg","Tonga","XCQ","QBVQ","-62.5943165","134.170655","725","Asia/Riyadh","O","Africa/Bangui"
"1093","North Markton Airport","North Markton","Suriname","YKF","YPHT","-8.434523","31.457816","416","America/Mexico_City","S","Pacific/Truk"
"1094","Johnsonport Airport","Johnsonport","Korea","UGH","LGSL","26.608340","-61.314992","191","Pacific/Efate","U","Australia/Hobart"
"1095","South George Airport","South George","Armenia","NPC","BHXZ","-49.324951","-169.360096","439","Asia/Damascus","Z","Asia/Dhaka"
"1096","Port Brendafort Airport","Port Brendafort","Liechtenstein","ZJN","GPDA","-36.7719295","11.266381","266","Europe/Rome","N","Pacific/Galapagos"
"1097","Lake Robert Airport","Lake Robert","Equatorial Guinea","THE","QIRH","-83.6276115","-33.119059","740","Africa/Kigali","N","Europe/Madrid"
"1098","Brownhaven Airport","Brownhaven","Saint Barthelemy","RUY","USLV","57.976520","41.190217","99","Africa/Niamey","E","Europe/Tirane"
"1099","Stevenmouth Airport","Stevenmouth","Thailand","DIF","MJHJ","-58.074474","92.270705","595","Asia/Karachi","A","Europe/Vienna"
"1100","Branditown Airport","Branditown","Falkland Islands (Malvinas)","MHX","ACKZ","17.601791","100.602960","528","Africa/Khartoum","A","America/El_Salvador"
"1101","North Lauraton Airport","North Lauraton","Lao People's Democratic Republic","TOH","QMPO","37.5604945","139.731607","862","Europe/Dublin","O","Europe/Istanbul"
"1102","Juliestad Airport","Juliestad","Swaziland","WNH","GBMV","-20.203832","-120.856158","6","Africa/Djibouti","Z","Africa/Kigali"
"1103","Hernandezside Airport","Hernandezside","Angola","EXR","QDPJ","35.726760","44.632169","291","Europe/Vatican","Z","America/La_Paz"
"1104","North Josephshire Airport","North Josephshire","Philippines","ZXO","ZAIT","-26.121717","104.853108","472","Africa/Niamey","Z","Africa/Dar_es_Salaam"
"1105","Alexandraburgh Airport","Alexandraburgh","Tanzania","VHD","DOUI","83.1700145","-160.055261","307","Europe/Athens","N","America/Santo_Domingo"
"1106","South Jenniferchester Airport","South Jenniferchester","Tuvalu","TIY","ZCYN","85.5138705","79.322485","409","Africa/Kigali","N","Asia/Bangkok"
"1107","Joshuatown Airport","Joshuatown","Barbados","VDY","LRCP","-17.6988195","-140.540581","867","Asia/Rangoon","N","Europe/Budapest"
"1108","Barneshaven Airport","Barneshaven","Netherlands","LLK","QTRL","-44.606251","108.442710","102","Asia/Beirut","U","Africa/Kampala"
"1109","New Christopher Airport","New Christopher","Greece","WDK","LIGA","-28.2094425","-39.629264","908","Africa/Cairo","O","Africa/Banjul"
"1110","Port Davidmouth Airport","Port Davidmouth","Mauritius","YUI","RKVD","-62.120734","30.948878","561","America/Argentina/Buenos_Aires","U","Asia/Tashkent"
"1111","South Sarahstad Airport","South Sarahstad","Mongolia","YRL","ETZH","42.869696","166.048999","134","Europe/Vilnius","O","Asia/Manila"
"1112","East Michelle Airport","East Michelle","Indonesia","DHB","FCFP","-58.1520355","149.871906","369","Indian/Mahe","E","Asia/Almaty"
"1113","Daleberg Airport","Daleberg","Brunei Darussalam","UII","OSJP","9.773009","15.258420","794","Africa/Sao_Tome","S","Pacific/Guadalcanal"
"1114","Andersonmouth Airport","Andersonmouth","Guernsey","TDS","YIWL","79.5576995","-46.809329","139","Pacific/Nauru","E","Europe/San_Marino"
"1115","Edgarborough Airport","Edgarborough","Cameroon","OPH","FTSY","32.4624685","106.083869","225","Atlantic/Madeira","N","America/Asuncion"
"1116","Batesmouth Airport","Batesmouth","Cameroon","AVM","GDFA","24.9642375","77.324464","859","Africa/Monrovia","S","Asia/Baku"
"1117","Williamsonberg Airport","Williamsonberg","Bosnia and Herzegovina","LBK","ITNV","30.807446","170.821431","247","Indian/Maldives","S","Indian/Mahe"
"1118","New Jamesmouth Airport","New Jamesmouth","Saint Helena","RRT","EGXX","-20.326411","16.561842","667","Europe/Ljubljana","A","Europe/Paris"
"1119","North Denise Airport","North Denise","Senegal","LQC","ELVR","-28.189523","104.906186","823","Africa/Blantyre","Z","Africa/Abidjan"
"1120","Lucastown Airport","Lucastown","Colombia","RIR","HIMW","-0.521799","38.171895","18","Asia/Kabul","U","Europe/Sarajevo"
"1121","Johnsonborough Airport","Johnsonborough","Malta","HZA","EUSO","-60.4862215","76.172374","83","Asia/Brunei","E","America/Lima"
